id,texts,label_original,label_gemini
718,"chuẩn đét, phụ nữ đéo bao h nhận sai, nhưng là loài rất thích tha thứ cho kẻ khác, dù đéo bao h quên đâu. Cứ lâu lâu kiểu gì cũng lôi ra. Trường hợp thớt mình nghĩ cứ mỗi ngày call 1 lần xin lỗi đéo nghe thì nhắn 1 tin kệ cmn rep hay ko. Đên cuối tuần thì sang chơi làm hoà. Với có biết bạn nào thân của nó thì nhờ, đcm đàn bà nói 1 câu vs nhau nó tín hơn đàn ông nhiều.",1,2
719,Rác rưởi. Cút về fb đi cháu,1,2
720,"Còn 1 thằng 7 nữa không biết sau ra sao bác nhỉ.Thằng này có tính tò mò hay phết, cái thằng làm đồ tể chém đầu bố đẻ đấy bác.",1,1
721,Thời buổi giờ có phải thế chiến 2 đâu. Tên lửa dẫn đường chính xác từng m chứ có phải máy bay đem bom ị trật cả cây số đâu. A để ý thấy tất cả tàu sân bay đều đóng từ thời ww2 hoặc sau đó vài năm. Hiện nay ko còn ai đóng nữa vì nó đéo cần thiết. Hiện nay tên lửa chiến lược là ưu thế. Thấy bọn tohamak làm trùm một phương là đủ biết,1,1
722,"thì đó, nên mọi người chạy vô chửi nhau, nó thêm tương tác. Mỗi lần iPhone ra cái gì mới là mấy ông chạy vô tìm nó để hóng hớt, để coi nó phát biểu ngu không ? mấy ông vô chửi và shortcut cái phát biểu của nó phát tán ra chỗ khác. Sau đó lại nó tinh tế thế này, tinh tế thế nọ. Nguyên 1 đám bị dắt mũi.",1,1
723,Sợ nhất mấy thằng biên kịch óc chó như thằng viết kịch bản antman 3 ấy,1,2
724,Trẻ trâu học lỏm đc mấy từ rồi bày đặt phú nhị phú tam này nọ. Khinh,1,2
725,"ăn dơ vậy mà cũng có thằng ngu def hộ được, xuất cmn sắc",1,2
726,"Phụ nữ mà để cái lol ra ngoài thì không con thằng này cũng con thằng khác, thứ nulo. Cho chết con mẹ m đi thứ phò phạch.",1,2
727,""" Bố mẹ em không cho yêu "" có cái đb cái c nhé. Bạn đéo ngon thì nó văn vở thế thôi chứ bạn mà ngon thì nó bỏ nhà theo bạn cũng được luôn chứ ở đấy mà cho với không cho tỏ tình là ngu rồi, cứ đè ra mà chịch nhé. Bố mẹ em cấm yêu chứ đâu cấm chịch, cấm mang bầu, dẫn quả ba lô úp ngược 3 tháng về xin phép bố mẹ em ấy cho yêu nhé",1,2
728,"trong team có con bé xinh xinh, thằng đb trong team thích nó nên lúc nào cũng vặn vẹo tôi để thể hiện với con bé đó, con bé đó thì tôi éo để ý gì mà nó lại đi vặn vẹo tôi, đkm thằng db",1,2
729,"Méo có ngu đâu, đen thôi. Như chơi coin thôi, thành công thì như CZ, xui thì như thằng Đỗ Quân trốn như chó Úp bô nhanh trót lọt thì mua biệt phủ 15ha",1,1
730,Đúng đất nước của thằng Cuội với trạng Quỳnh. Toàn nói phét để ăn tiền.,1,1
731,"Lúc ấm no thì ngồi rao giảng đạo đức, có biến cái là lộ mặt thật chứ đéo gì đâu. Dân chủ nhân quèn mà lũ đội tây lông lên đầu (trong voz có 1 cơ số không ít) hay rao giảng đấy =]]",1,1
732,"Bứt tốc như thằng Toàn mà gặp Thái Lan thôi là đã tắt điện thì Hải em chơi thế éo nào lại đám nigga. Thằng quản lý ko tư vấn hay tham khảo trước à, chọn đội gì mà lối đá toàn rơi vào sở đoản của nó.",1,1
733,"tao chắc chắn mày ngu rồi, ko cần hỏi nữa. Cắt 1 cái hình để nguỵ biện clgv. Bị sút vào mồm khi nó đưa đc giá rồi lươn lẹo",1,2
734,"nó mất dạy hơn ở chỗ, đang cò kè, ngta chưa đồng ý nó vẫn tự ý đéo trả tiền",1,1
735,"Ngày lễ nào cũng vậy mà vẫn không hết được những thằng ngu thích thể hiện, may là không liên lụy đến người bình thường.",1,1
736,"Ngu như con chó. Toàn lảng tránh vấn đề ngụy biện lại còn đòi ra vẻ tranh luận, xin lỗi ở đây chỉ có tao chửi mày như con chó thôi Lại còn ""mày cũng thế thôi"". Xin lỗi, tao không đi lừa đảo chịch dạo và bị vợ chưa cưới cắm sừng.",1,2
737,"Sau con đá đít ra đường đừng lên đây khóc lóc, thằng thất đức",1,2
738,cái d m 2 thằng lên thương chúng nó gọi 2 ly nước mía rồi làm mà dell có tình người gì,1,1
739,"Thằng đkvd nó ăn có cả yếu tố điểm rơi phọng độ, bản lĩnh và sự may mắn. Và nó thua một đội làng nhàng éo gì sau đó nó cũng k còn liên quan tới giải euro nó ăn nữa thế thôi. Thằng đức 2014 thắng WC xứng đáng, sau đó bị loại bạc nhược ở 2018 thì 2 cái cũng éo có gì liên quan nhau",1,1
740,Người ta có lòng báo cho thì làm theo đi hỏi hỏi cl. Đm m tin cái đám trên đây hay Pa lan hơn.,1,2
741,"Sang tuần mới biết, đm tập đoàn",1,1
742,"cười ỉa bọn buôn đất đông lào đẻ ra vô số khái niệm mới thế giới chưa đâu có: ""biệt thự song lập"" ""biệt thự liền kề""",1,1
743,"Fen nói sao chứ mấy thằng ""ở trên cao"" nó cũng chịch gái như nghéo mà càng làm càng lên là sao .Mấy thằng càng giàu thì số gái nó chịch càng nhiều",1,1
744,"đức tính của lũ ăn hốc trên xương máu đàn bà lũ chúng mày, chứ đéo phải của con cháu nhà chúng tao, ok?",1,2
745,"Mấy thằng như anh toàn nghe mồm thiên hạ, hoặc do ngu nên bị bốc thuốc.",1,2
746,"Mấy thím lớn rồi thì còn biết phân biệt đâu là tiếng Việt đúng, đâu là chế. Tụi con nít cấp 1 cấp 2 bây giờ mở miệng ra toàn vãi này vãi nọ, có khi tụi nó coi đó như 1 phần của từ vựng hàng ngày luôn rồi. Nhà t miền Nam xưa giờ ko có ai nói từ 'vãi', nhưng có nhỏ cháu học lớp 6, vô trường nghe bạn bè nói bây giờ toàn vãi vãi",1,0
747,"Tôi ko nói đến chuyện chó mèo, tôi nói đến cái sự ""yêu thương bình đẳng"" ấy. Cái này nó hãm lol lắm anh ạ.",1,1
748,"Vẫn còn cái gọi là ""rút ra tư tưởng"" thì chưa cải cách nổi đâu. Học Tàu mà học nửa vời thì vứt",1,1
749,T lười giải thích cho mấy vong còn chả biết tiền là gì. Nói chuyện ngu ngơ như đám học sinh cấp 3. Mà có khi là hs cấp 3 thật.,1,2
750,"Đéo hiểu sao nhiều thèn cứ nhắc vụ 5 củ, liên quan đéo gì",1,1
751,đã là vợ chồng mà có con lại đi phá. thất đức vl,1,1
752,"Vlon ông này mà bảo vừa phải, body như này không có 2~3 năm ăn tập bài bải thì dell có đâu. Mà ông này cũng cao vs đẹp trai sẵn cmnr nữa.",1,1
753,"WWDC dành cho developer nó xem là chính, đéo ai so kiểu ngu học",1,1
754,@stonecold166.02 thím dân Quảng Nam phỏng vào SG xiên thằng khỉ sau đó bay ra Hà Nội xiên nốt giáo sư lợn wengay cho mọi người hóng với,1,2
755,"đĩ mẹ nó, k đáng bao nhiêu tiền mà bực mình, nó vẫn đăng bài mấy phút 1 lần, nhưng nt đéo rep, gọi điện đéo đứa nào nghe, làm ăn kiểu mất dậy",1,1
756,Phiên dịch mà trình độ tiếng anh đúng như ccc. phóng viên nó hỏi 1 câu mấy ý chính liền thì dịch ra tiếng anh sơ sài vl còn lúc Sắc trả lời đơn giản thì tự phịa ra tiếng Việt 1 tràng. vcd phiên dịch.,1,1
757,"Xưa h quen đúng 1 con, lúc chia tay nó còn kêu sau này a sẽ phải trả giá (ý nói bỏ nó). Tới h đéo quen được mối nào luôn, gần 30 mẹ rồi! Dm con mặt lờ",1,2
758,Mấy thành phần bất tài ghen ăn tức ở chửi đổng cũng còn nhiều nhỉ,1,1
759,"Ông già lú thật sự mẹ rồi. Từ vụ Moyse đã đéo thể chấp nhận nổi. Giờ thằng 7 đĩ lại về làm loạn, fan MU ~25 năm như tôi cảm thấy chán kinh khủng.",1,1
760,"Vozer cl gì cũng chê cho đc nhỉ Sở thích của nó, muốn làm gì làm, ko ảnh hưởng người khác hay vi phạm pl là được rồi.",1,1
761,"ĐM cái video của thằng lều, cơ mờ thằng này dính phải thần lol thì xác cmn định. Ngu, như thằng CP đấy, ngon vl LoL cũng có this that, dính vào cái đám xướng ca vô loài này thì xong cmnr",1,1
762,"Cũng méo hiểu sao có một bộ phận thanh niên hay lên mxh gáy đạo lý, bình thường tiếp xúc thấy mấy anh chơi cũng sòng phẳng, thậm chí đẹp nhưng kết bạn toàn những thành phần như cc, không thì cũng thuộc dạng “ Tao sống đẹp, không đứa nào được sống lỗi với tao”, người khác làm phật ý tí là giãy nảy, quằn quại như dao đâm cắt ruột vậy",1,1
763,bố mẹ chúng nó khác gì con vật đâu,1,2
764,"vkl mấy tay c.a xuống quả này cũng rén vkl, chả may bị cắn cho 1 phát lại tốn 2 củ tiêm phòng dại",1,1
765,"lều báo vừa nghèo vừa ngu, chưa nghe câu dừng dạy người giàu cách tiêu tiền à. người giàu xài tiền vào việc gì cũng có lý do của họ vị đại gia kia chẳng qua bỏ ra 10 tỏi để câu mồi bọn lừa đảo thôi, với khả năng của vị ấy thì sẽ sớm tóm được bọn lừa đảo, lấy lại tiền và tống chúng vào tù",1,1
766,"đây là thớt của bạn tôi sao, mé tính vô chửi! đặt cái tên thớt củ chuối, éo hiểu gì làm sóng não đang ngủ chủ nhật phải bật dậy xem nó viết cái chi",1,0
767,cứt bò mang lên mặt trăng thì nó ko phải là thành tựu à? mày ngu hay tao ngu?,1,1
768,Nhưng giết người là ngu,1,0
769,"Dị ó hõ?Gần mực thì đen thôi, dần dà cũng luyện được tuyệt kỹ cà khịa 1 cách có văn minh :v Ra đường nói ko với đbrr và cư xử như người văn minh tránh xa như tránh tệ nạn xã hội, dây vào shit làm chi cho nó thối um ra.",1,1
770,Mua để nhả thằng Torres + thêm cầu thủ nguời Anh.,1,0
771,Anh đọc hiểu như cái qq.,1,1
772,"Cái doge coin đó nó tăng từ năm 2018 rồi, tao đã post link. Còn dbz éo phải nhờ triệu lượt follow từ kênh khoa pug có cái lol mà shill.",1,1
773,"ngu đéo chịu được, giờ còn có cả thể loại lên xem Gif để phán",1,1
774,Thuê hitman thì 1 thằng hitman nó thọt 1 phát là đi chứ thuê làm gì 5 6 thằng rồi bị bắt. Nghiệp dư. Ngu người,1,1
775,"Bán dâm mà ngoài thỏa thuận cũng tính hiếp dâm và ăn án như thường nhé, nói chung cứ theo luật thì con bé đâu có sai, nó chỉ ngu dại thôi",1,0
776,"Mịa dân chí đã thấp mà loài báo còn cố dìm xuống nữa, giống như méo có câu chuyện gì trong xã hội để nói phải kiếm ra chủ đề gì đó hót để dẫn dắt à. Hay kinh tế như lol muốn có mục tiêu để dân chửi để quên đi cái thối nát hơn.",1,1
777,ban cả 2 thằng đi mod ơi Toàn võ mồm xl là giỏi,1,1
778,Quen loại gái đú đó làm mịa gì Next,1,1
779,Ờm.. tau đây.. bị Mod bọ cạp chém hết mấy cái acc halley vì COvid rồi,1,0
780,bao nhiêu đứa ngu ntn rồi mà vẫn ko rút được tí kinh nguyệt nào,1,1
781,"Như vầy thì ai nói gì, Hóng, những cm dạng hỏi ngu ngơ thể hiện thượng đẳng… Rác Việt là gì? Tôi ko thèm xem abc chê xyz… (thể hiện tôi ko biết nó là gì nhưng chê dc …có tgian nhảy vào cm thể hiện mình ko biết nhưng ko chịu tốn 2s gg )",1,1
782,"đợt lên việt trì chơi 1 vòng mới thấy cái F&B này nó nhiều thế nào.Thằng em mời vào 1 cái quán cafe của nó, thương hiệu chưa nghe thấy bao giờ, tra gg ra cũng đéo có 1 tý ấn tượng nào mà cũng là nhượng quyền luôn. Nhượng quyền kiểu gì mà chả # éo gì quán cafe cóc mấy ông ở quê tự mở k cần tham khảo ai vậy. Thế mà nó cũng bán nhượng quyền đc, thật vl. 3 tháng sau thì lại nhượng cho 1 thằng # quán đó, năm sau nên thì thấy trở thành quán bán bánh đa cua rồi ). Thằng cuối cùng vẫn là thằng ăn bô",1,1
783,"thằng đó ngu như bò có biết mẹ gì đâu, nghe là biết loại não tàn rồi",1,1
784,"Thằng này giờ đi hát phòng trà bèo bèo cũng phải 1 chai 1 ngày , tháng 20 30 củ cũng yên thân rồi có nát như loser voz đâu mà mấy anh lo",1,1
785,"Có cl mà tiến lên XHCN, trước nó còn chừa chút của cho m sống, giờ nó lấy hết r thượng đẳng ban phát cho m sống dở chết dở thì tệ hơn nhiều. Tiến lên chế độ toàn trị độc tài khả năng cao hơn.",1,1
786,"không góp kệ anh, người ta góp thì liên quan éo gì anh?",1,1
787,Chắc có mà tao đéo bjeets,1,1
788,Tao ko thấy dễ thương chỗ lol nào cả,1,1
789,"Bố mẹ thằng phạm nhân phải xin lỗi nó vì không giáo dục nó nên người, để nó phạm tội vào tù.",1,2
790,"Cái 5 tuyệt đối đúng. Bọn nữ, mõm cứ gào nữ quyền, bình đẳng giới, mạnh mẽ như đàn ông... sớm thì muộn bọn nó cũng trèo lên đầu người dẫn dắt, người bảo trợ...",1,2
791,"trong này chưa gì tôi thấy có 2 thằng ngu 1 là thằng thớt, 2 là thằng trong video tôi thời đi học nhút nhát, tới khi ra đi làm thì cũng phải học cách hòa đồng, giao lưu với tập thể, dù đéo có điểm chung gì cả nên đôi khi rất khó nói chuyện.",1,1
792,"Pỏn cũng bị vả sml, bọn này trâu chó đá với bọn nó khoai vl",1,1
793,"mới out khỏi bọn lol mobifone đây, sim trả trước éo đăng ký gói cước gì gán cái lol 12ckz gì gì đó đó, phải gọi lên dằn mặt chửi, viết đơn yêu cầu làm khó các kiểu, quằng hơn 1 tuần lễ cuối cùng cũng qua đc viettel",1,1
794,"bọn nó sống phây phây là do hốt tiền của đám ngu, đám fan cuồng, ... chứ đâu ra tôi ko anti đến nỗi mất não nhưng còn lâu mới cúng tiền mua vé xem phim rác rưởi của thằng lệ tổ",1,1
795,Điên khùng Nói gì chả hiểu,1,0
796,Giờ mới thấy 0416 thượng đẳng hơn bọn 2020 chưa được 120 ngày,1,0
797,"Anh đánh giá trình độ y tế của cả một quốc gia qua vài cái răng ?mà giá rẻ vì chất lượng tệ chứ tự hào cái cc gì, răng giả đồ nghề các thứ toàn phải nhập, tôi cũng éo bao giờ thấy thằng tây nào chủ động qua vn làm răng hay chữa bệnh gì cả,anh bớt xạo loz chắc chỉ có thằng bạn việt kiêù của anh éo có bảo hiểm mới phải lết về vn chữa răng",1,1
798,"Loại rẻ tiền mới thế thôi, loại đắt nó chơi cả 2 cực.",1,0
799,"giờ quan trọng là khách đến trước giờ đóng cửa hay không? nếu khách tới trước 19h30 thì khách đúng, ocnf lại thì BTC đúng. tiếp theo là tại sao ghế svip lại bị người khác ngồi? cái này BTC sai lè, kể cả khách tới muộn éo đc vào thì cái ghế đó là họ mua svip và đéo ai được ngồi, đằng này được vào xong mới thấy éo có ghế thì BTC sai lè",1,0
800,"Thương ccc, chửi mày bây giờ á",1,1
801,khi win 1 con chó -> Bạn hơn cả con chó khi lose 1 con chó -> Bạn thua cả con chó khi hòa 1 con chó -> Bạn đéo khác gì chó,1,1
